title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type,issues,issues_with_text,directory
Peninsula press,Great Britain. Army. Mediterranean Expeditionary Force,1915-1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-17911930,https://trove.nla.gov.au/work/22476390,nla.obj-17911930,digitised,1,1,peninsula-press-nla.obj-17911930
Penny Saturday journal (Online),,1846,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-767558399,https://trove.nla.gov.au/work/234677544,nla.obj-767558399,other,18,18,penny-saturday-journal-online-nla.obj-767558399
"Petroleum Search Subsidy Act, 1959 : annual statement",Australia. Department of National Development,1959-1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1295767956,https://trove.nla.gov.au/work/5706612,nla.obj-1295767956,digitised,10,10,petroleum-search-subsidy-act-1959-annual-statement-nla.obj-1295767956
Phosphate Fertilizers Bounty Act. Parliament of the Commonwealth of Australia,Australia. Parliament,1964-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1295811231,https://trove.nla.gov.au/work/6760987,nla.obj-1295811231,digitised,16,16,phosphate-fertilizers-bounty-act-parliament-of-the-nla.obj-1295811231
Photographic review of reviews,,1894,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-389050007,https://trove.nla.gov.au/work/33565755,nla.obj-389050007,digitised,12,12,photographic-review-of-reviews-nla.obj-389050007
Photographic review of reviews (Online),,1894,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-389050007,https://trove.nla.gov.au/work/238058947,nla.obj-389050007,other,12,12,photographic-review-of-reviews-online-nla.obj-389050007
Pix,,1938-1972,"Periodical | Periodical/Newspaper | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-389050162,https://trove.nla.gov.au/work/17992391,nla.obj-389050162,digitised,826,826,pix-nla.obj-389050162
"Platt's almanac, diary, and South Australian directory",,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2922804658,https://trove.nla.gov.au/work/247313359,nla.obj-2922804658,digitised,1,1,platt-s-almanac-diary-and-south-australian-directo-nla.obj-2922804658
Port Lincoln bully-tin : the troopship's journal,,1917,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-17895366,https://trove.nla.gov.au/work/27011761,nla.obj-17895366,digitised,1,1,port-lincoln-bully-tin-the-troopship-s-journal-nla.obj-17895366
Portal,Brisbane Boys' College,1916-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-969917508,https://trove.nla.gov.au/work/5547371,nla.obj-969917508,digitised,23,23,portal-nla.obj-969917508
Portfolio program statements / presented by  ... Minister for Finance of the Commonwealth of Australia for the information of honourable members,Australia. Department of Finance,1985-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1600230137,https://trove.nla.gov.au/work/11875015,nla.obj-1600230137,digitised,2,2,portfolio-program-statements-presented-by-minister-nla.obj-1600230137
Post office prospects and capital programme,Australia. Postmaster-General's Department,1969-1975,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1201911311,https://trove.nla.gov.au/work/11363719,nla.obj-1201911311,digitised,7,7,post-office-prospects-and-capital-programme-nla.obj-1201911311
"Printers' bulletin (Sydney, N.S.W.)",,1888,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-465415840,https://trove.nla.gov.au/work/23603637,nla.obj-465415840,digitised,1,1,printers-bulletin-sydney-n-s-w-nla.obj-465415840
Proceedings of the annual meeting of the Synod of Eastern Australia,Church of Scotland. Synod of Eastern Australia,1800,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-688486592,https://trove.nla.gov.au/work/34877101,nla.obj-688486592,digitised,1,1,proceedings-of-the-annual-meeting-of-the-synod-of--nla.obj-688486592
Proceedings of the half-yearly meeting of the Synod of Eastern Australia,Church of Scotland. Synod of Eastern Australia,1800,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-688490972,https://trove.nla.gov.au/work/34877052,nla.obj-688490972,digitised,1,1,proceedings-of-the-half-yearly-meeting-of-the-syno-nla.obj-688490972
Productivity : activities and developments / Department of Productivity,Australia. Department of Productivity,1977-1979,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1996365590,https://trove.nla.gov.au/work/22369651,nla.obj-1996365590,digitised,3,3,productivity-activities-and-developments-departmen-nla.obj-1996365590
Program guidelines / Commonwealth Schools Commission,Commonwealth Schools Commission (Australia),1981-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1295756748,https://trove.nla.gov.au/work/26008639,nla.obj-1295756748,digitised,1,1,program-guidelines-commonwealth-schools-commission-nla.obj-1295756748
"Program presentation of appropriations and outlays. Departmental estimates / presented by ..., Minister for Finance",Australia. Department of Finance,1984-1985,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1576603660,https://trove.nla.gov.au/work/21763044,nla.obj-1576603660,digitised,1,1,program-presentation-of-appropriations-and-outlays-nla.obj-1576603660
Programme / Australasian Association for the Advancement of Science,Australasian Association for the Advancement of Science. Meeting,1800-1900,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-250302024,https://trove.nla.gov.au/work/11944246,nla.obj-250302024,digitised,1,1,programme-australasian-association-for-the-advance-nla.obj-250302024
"Progress (Melbourne, Vic.)",Single Tax League of Victoria,1904-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-73519776,https://trove.nla.gov.au/work/18030135,nla.obj-73519776,digitised,1,1,progress-melbourne-vic-nla.obj-73519776
Progress report / Australian Land Transport Development Program,Australian Land Transport Development Program,1994-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-888407196,https://trove.nla.gov.au/work/21182549,nla.obj-888407196,digitised,10,10,progress-report-australian-land-transport-developm-nla.obj-888407196
"Progress report / Ministry of Aboriginal Affairs, Victoria",Victoria. Ministry of Aboriginal Affairs,1968-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2645874477,https://trove.nla.gov.au/work/21775090,nla.obj-2645874477,digitised,1,1,progress-report-ministry-of-aboriginal-affairs-vic-nla.obj-2645874477
Progress report : control of national expenditure / Joint Committee of War Expenditure,Australia. Parliament. Joint Committee on War Expenditure,1941-1946,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1905180330,https://trove.nla.gov.au/work/22797993,nla.obj-1905180330,digitised,8,8,progress-report-control-of-national-expenditure-jo-nla.obj-1905180330
Protector's reports,South Australia. Office of the Government Resident (Northern Territory),1882-1909,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-55034942,https://trove.nla.gov.au/work/13425503,nla.obj-55034942,digitised,3,3,protector-s-reports-nla.obj-55034942
Protector's reports,Western Australia. Aborigines Department,1899-1936,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-55058106,https://trove.nla.gov.au/work/18168043,nla.obj-55058106,digitised,1,1,protector-s-reports-nla.obj-55058106
Provisions for child migrant education : report by the Minister for Education / Commonwealth Dept. of Education,Australia. Department of Education,1978,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1666951259,https://trove.nla.gov.au/work/27600900,nla.obj-1666951259,digitised,1,1,provisions-for-child-migrant-education-report-by-t-nla.obj-1666951259
Publication (Geological Survey of Queensland),Geological Survey of Queensland,1879-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-211180792,https://trove.nla.gov.au/work/16183492,nla.obj-211180792,digitised,1,1,publication-geological-survey-of-queensland-nla.obj-211180792
Pyrites Bounty Act - Return - Year,,1967-1972,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1717562148,https://trove.nla.gov.au/work/237168075,nla.obj-1717562148,digitised,6,6,pyrites-bounty-act-return-year-nla.obj-1717562148
"Questions and answers (Sydney, N.S.W.)",Australia. Department of Post-war Reconstruction,1940,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-966238754,https://trove.nla.gov.au/work/21182103,nla.obj-966238754,digitised,2,2,questions-and-answers-sydney-n-s-w-nla.obj-966238754
Quinquennial investigation of the Defence Forces Retirement Benefits Fund,Australia. Defence Forces Retirement Benefits Board,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1704272217,https://trove.nla.gov.au/work/31024483,nla.obj-1704272217,digitised,2,2,quinquennial-investigation-of-the-defence-forces-r-nla.obj-1704272217
Quinquennial investigation of the superannuation fund,Australia. Superannuation Board,1957-1972,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1955159874,https://trove.nla.gov.au/work/5536395,nla.obj-1955159874,digitised,3,3,quinquennial-investigation-of-the-superannuation-f-nla.obj-1955159874
R.S.A. magazine,Cheer-up Society (S.A.),1916-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8173282,https://trove.nla.gov.au/work/32639191,nla.obj-8173282,digitised,18,18,r-s-a-magazine-nla.obj-8173282
"Railways : report, with appendices, on Commonwealth Railways, and progress of operations to ... by the engineer-in-chief and acting commissioner",Commonwealth Railways (Australia),1900-1926,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2566364316,https://trove.nla.gov.au/work/19254775,nla.obj-2566364316,digitised,9,9,railways-report-with-appendices-on-commonwealth-ra-nla.obj-2566364316
Raw Cotton Bounty Act - Return - Year ended,,1965-1972,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1717681356,https://trove.nla.gov.au/work/237168076,nla.obj-1717681356,digitised,7,7,raw-cotton-bounty-act-return-year-ended-nla.obj-1717681356
Re-establishment pamphlet,Australia. Department of Post-war Reconstruction,1940,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-966273887,https://trove.nla.gov.au/work/21182350,nla.obj-966273887,digitised,13,13,re-establishment-pamphlet-nla.obj-966273887
Realtime,,1994-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-733140625,https://trove.nla.gov.au/work/11804773,nla.obj-733140625,digitised,130,130,realtime-nla.obj-733140625
Receipts and expenditure of the consolidated revenue fund for the year ended..,Australia. Treasury,1900,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2544831134,https://trove.nla.gov.au/work/22754693,nla.obj-2544831134,digitised,1,1,receipts-and-expenditure-of-the-consolidated-reven-nla.obj-2544831134
Recommendations for ... / Commonwealth Schools Commission,Commonwealth Schools Commission (Australia),1982-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1427167916,https://trove.nla.gov.au/work/13452155,nla.obj-1427167916,digitised,4,4,recommendations-for-commonwealth-schools-commissio-nla.obj-1427167916
Recommendations for grants to councils for ... / Western Australian Local Government Grants Committee,Western Australian Local Government Grants Committee,1976-1978,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2644580331,https://trove.nla.gov.au/work/12999609,nla.obj-2644580331,digitised,1,1,recommendations-for-grants-to-councils-for-western-nla.obj-2644580331
Recommendations for... / Australian Universities Commission,Australian Universities Commission,1900-1976,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-829569882,https://trove.nla.gov.au/work/18050692,nla.obj-829569882,digitised,1,1,recommendations-for-australian-universities-commis-nla.obj-829569882
"Record (Bathurst, N.S.W. : Online)",,1877-1931,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-353793576,https://trove.nla.gov.au/work/216020420,nla.obj-353793576,other,193,193,record-bathurst-n-s-w-online-nla.obj-353793576
Red Triangle papers,Young Men's Christian Associations of Australia,1910,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-359543401,https://trove.nla.gov.au/work/32773392,nla.obj-359543401,digitised,1,1,red-triangle-papers-nla.obj-359543401
Reflux : official bulletin of the Western Australian Medical Students' Society,Western Australian Medical Students Society,1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-324628221,https://trove.nla.gov.au/work/12354660,nla.obj-324628221,digitised,11,11,reflux-official-bulletin-of-the-western-australian-nla.obj-324628221
Refrigeration Compressors Bounty Act. Parliament of the Commonwealth of Australia,Australia. Parliament,1975-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1284642023,https://trove.nla.gov.au/work/6761351,nla.obj-1284642023,digitised,2,2,refrigeration-compressors-bounty-act-parliament-of-nla.obj-1284642023
"Repatriation (Melbourne, Vic.)",Australia. Department of Repatriation,1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7251480,https://trove.nla.gov.au/work/34912747,nla.obj-7251480,digitised,22,22,repatriation-melbourne-vic-nla.obj-7251480
Report (Australia. Advisory Council for Inter-government Relations),Australia. Advisory Council for Inter-government Relations,1978-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-769988012,https://trove.nla.gov.au/work/22380058,nla.obj-769988012,digitised,12,12,report-australia-advisory-council-for-inter-govern-nla.obj-769988012
Report (Australia. Atomic Weapons Tests Safety Committee),Australia. Atomic Weapons Tests Safety Committee,1971-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-829792273,https://trove.nla.gov.au/work/6223219,nla.obj-829792273,digitised,3,3,report-australia-atomic-weapons-tests-safety-commi-nla.obj-829792273
Report (Australia. Bureau of Transport Economics),Australia. Bureau of Transport Economics,1970-2001,"Government publication | Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1597412308,https://trove.nla.gov.au/work/13480189,nla.obj-1597412308,digitised,25,25,report-australia-bureau-of-transport-economics-nla.obj-1597412308
Report (Australia. Human Rights Commission),Australia. Human Rights Commission,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766348926,https://trove.nla.gov.au/work/5795525,nla.obj-766348926,digitised,20,20,report-australia-human-rights-commission-nla.obj-766348926
Report (Australia. Industry Commission),Australia. Industry Commission,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1185787774,https://trove.nla.gov.au/work/6614428,nla.obj-1185787774,digitised,67,59,report-australia-industry-commission-nla.obj-1185787774
Report (Australia. Parliament. Joint Committee of Public Accounts and Audit),Australia. Parliament. Joint Committee of Public Accounts and Audit,1998-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-764415919,https://trove.nla.gov.au/work/8194556,nla.obj-764415919,digitised,43,38,report-australia-parliament-joint-committee-of-pub-nla.obj-764415919
Report (Australia. Parliament. Joint Committee of Public Accounts),Australia. Parliament. Joint Committee of Public Accounts,1953-1997,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-806465994,https://trove.nla.gov.au/work/12569931,nla.obj-806465994,digitised,337,333,report-australia-parliament-joint-committee-of-pub-nla.obj-806465994
Report (Australia. Parliament. Standing Committee on Public Works),Australia. Parliament. Standing Committee on Public Works,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-666533744,https://trove.nla.gov.au/work/7303598,nla.obj-666533744,digitised,835,826,report-australia-parliament-standing-committee-on--nla.obj-666533744
Report (Australian Human Rights Commission),Australian Human Rights Commission,2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-666540883,https://trove.nla.gov.au/work/35527571,nla.obj-666540883,digitised,18,17,report-australian-human-rights-commission-nla.obj-666540883
Report (Australian Law Reform Commission),Australian Law Reform Commission,1975-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-666515939,https://trove.nla.gov.au/work/8373077,nla.obj-666515939,digitised,36,34,report-australian-law-reform-commission-nla.obj-666515939
Report (Australian National Parks and Wildlife Service),Australian National Parks and Wildlife Service,1976-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-838874006,https://trove.nla.gov.au/work/18947563,nla.obj-838874006,digitised,12,12,report-australian-national-parks-and-wildlife-serv-nla.obj-838874006
Report ... / Joint Standing Committee on Treaties,Australia. Parliament. Joint Standing Committee on Treaties,1996-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-666527378,https://trove.nla.gov.au/work/9245201,nla.obj-666527378,digitised,137,131,report-joint-standing-committee-on-treaties-nla.obj-666527378
Report ... on financial assistance for local government / Grants Commission,Australia. Grants Commission,1974-1979,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1334061336,https://trove.nla.gov.au/work/7304033,nla.obj-1334061336,digitised,3,3,report-on-financial-assistance-for-local-governmen-nla.obj-1334061336
"Report ... on financial assistance for local government / Local Government Grants Commission, New South Wales",New South Wales. Local Government Grants Commission,1976-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2055600916,https://trove.nla.gov.au/work/9022617,nla.obj-2055600916,digitised,1,1,report-on-financial-assistance-for-local-governmen-nla.obj-2055600916
Report ... on financing the Australian Capital Territory / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1967-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Book/Illustrated | Book",https://nla.gov.au/nla.obj-1894232027,https://trove.nla.gov.au/work/12648278,nla.obj-1894232027,digitised,4,3,report-on-financing-the-australian-capital-territo-nla.obj-1894232027
Report ... on special assistance for states / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1900-1982,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1597256783,https://trove.nla.gov.au/work/6466722,nla.obj-1597256783,digitised,7,7,report-on-special-assistance-for-states-commonweal-nla.obj-1597256783
Report ... on the operations of the Papua New Guinea Superannuation Board during the year ended 30 June,Australian Government Retirement Benefits Office,1973-1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1425459569,https://trove.nla.gov.au/work/11063156,nla.obj-1425459569,digitised,4,4,report-on-the-operations-of-the-papua-new-guinea-s-nla.obj-1425459569
Report / Accountancy Advisory Panel,Australia. Accountancy Advisory Panel,1939,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2681272450,https://trove.nla.gov.au/work/16360671,nla.obj-2681272450,digitised,1,1,report-accountancy-advisory-panel-nla.obj-2681272450
Report / Australian Biological Resources Study Interim Council,Australian Biological Resources Study. Interim Council,1974-1979,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1727894533,https://trove.nla.gov.au/work/18145910,nla.obj-1727894533,digitised,1,1,report-australian-biological-resources-study-inter-nla.obj-1727894533
Report / Australian Maritime Safety Authority,Australian Maritime Safety Authority,1991,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1791225099,https://trove.nla.gov.au/work/29988422,nla.obj-1791225099,digitised,1,1,report-australian-maritime-safety-authority-nla.obj-1791225099
Report / Australian Research Grants Committee,Australian Research Grants Committee,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1169628625,https://trove.nla.gov.au/work/11363345,nla.obj-1169628625,digitised,7,7,report-australian-research-grants-committee-nla.obj-1169628625
Report / Australian Science and Technology Council,Australian Science and Technology Council,1978-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751702647,https://trove.nla.gov.au/work/15909913,nla.obj-751702647,digitised,6,6,report-australian-science-and-technology-council-nla.obj-751702647
Report / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1933-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-919768689,https://trove.nla.gov.au/work/5585911,nla.obj-919768689,digitised,11,11,report-commonwealth-grants-commission-nla.obj-919768689
Report / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1933-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2510765523,https://trove.nla.gov.au/work/5585911,nla.obj-2510765523,digitised,2,2,report-commonwealth-grants-commission-nla.obj-2510765523
Report / Cotton Research and Development Corporation,Cotton Research and Development Corporation (Australia),1991,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1603969946,https://trove.nla.gov.au/work/34693013,nla.obj-1603969946,digitised,1,1,report-cotton-research-and-development-corporation-nla.obj-1603969946
Report / Defence Force Remuneration Tribunal,Australia. Defence Force Remuneration Tribunal,1980-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2137302489,https://trove.nla.gov.au/work/10096343,nla.obj-2137302489,digitised,1,1,report-defence-force-remuneration-tribunal-nla.obj-2137302489
Report / Department of Science,Australia. Department of Science,1973-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1628687314,https://trove.nla.gov.au/work/11388431,nla.obj-1628687314,digitised,2,2,report-department-of-science-nla.obj-1628687314
Report / Department of the Environment and Conservation,Australia. Department of Environment and Conservation,1974,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2012672606,https://trove.nla.gov.au/work/6294476,nla.obj-2012672606,digitised,1,1,report-department-of-the-environment-and-conservat-nla.obj-2012672606
Report / Development and Migration Commission,Australia. Development and Migration Commission,1930,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2531778584,https://trove.nla.gov.au/work/20995972,nla.obj-2531778584,digitised,1,1,report-development-and-migration-commission-nla.obj-2531778584
Report / Federal Airports Corporation,Federal Airports Corporation (Australia),1987,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1913607276,https://trove.nla.gov.au/work/18239825,nla.obj-1913607276,digitised,1,1,report-federal-airports-corporation-nla.obj-1913607276
Report / Foreign Investment Review Board,Australia. Foreign Investment Review Board,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-742692411,https://trove.nla.gov.au/work/6551817,nla.obj-742692411,digitised,35,35,report-foreign-investment-review-board-nla.obj-742692411
Report / Grants Commission,Australia. Grants Commission,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1663922534,https://trove.nla.gov.au/work/7304058,nla.obj-1663922534,digitised,1,1,report-grants-commission-nla.obj-1663922534
Report / House of Representatives Standing Committee on Appropriations and Administration,Australia. Parliament. House of Representatives. Standing Committee on Appropriations and Administration,2011-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-766230646,https://trove.nla.gov.au/work/165364218,nla.obj-766230646,digitised,4,4,report-house-of-representatives-standing-committee-nla.obj-766230646
Report / Indicative Planning Council for the Housing Industry,Australia. Indicative Planning Council for the Housing Industry,1976-1983,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1665168090,https://trove.nla.gov.au/work/16348652,nla.obj-1665168090,digitised,5,5,report-indicative-planning-council-for-the-housing-nla.obj-1665168090
Report / Interim Council for a National Film and Television Training School,Interim Council for a National Film and Television Training School (Australia),1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1719339552,https://trove.nla.gov.au/work/7577916,nla.obj-1719339552,digitised,2,2,report-interim-council-for-a-national-film-and-tel-nla.obj-1719339552
Report / Joint Committee on the Broadcasting of Parliamentary Proceedings,Australia. Parliament. Joint Committee on the Broadcasting of Parliamentary Proceedings,1946-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1380237919,https://trove.nla.gov.au/work/22803676,nla.obj-1380237919,digitised,1,1,report-joint-committee-on-the-broadcasting-of-parl-nla.obj-1380237919
Report / Legislative Drafting Institute,Australia. Legislative Drafting Institute,1982,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1571467936,https://trove.nla.gov.au/work/27050956,nla.obj-1571467936,digitised,1,1,report-legislative-drafting-institute-nla.obj-1571467936
Report / Maloga Aboriginal Mission School,Maloga Aboriginal Mission School,1876-1881,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-425458625,https://trove.nla.gov.au/work/18600161,nla.obj-425458625,digitised,4,4,report-maloga-aboriginal-mission-school-nla.obj-425458625
Report / Maloga Aboriginal Mission Station,Maloga Aboriginal Mission Station,1882-1888,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-424100246,https://trove.nla.gov.au/work/18600184,nla.obj-424100246,digitised,10,10,report-maloga-aboriginal-mission-station-nla.obj-424100246
Report / Medical Training Review Panel,Medical Training Review Panel (Australia),1997-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1962352980,https://trove.nla.gov.au/work/24648812,nla.obj-1962352980,digitised,3,3,report-medical-training-review-panel-nla.obj-1962352980
Report / National Advisory Council for the Handicapped,Australia. National Advisory Council for the Handicapped,1975-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1425782847,https://trove.nla.gov.au/work/21999246,nla.obj-1425782847,digitised,1,1,report-national-advisory-council-for-the-handicapp-nla.obj-1425782847
Report / Parliamentary Joint Committee on Human Rights,Australia. Parliament. Joint Committee on Human Rights,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-766259500,https://trove.nla.gov.au/work/171978258,nla.obj-766259500,digitised,7,7,report-parliamentary-joint-committee-on-human-righ-nla.obj-766259500
Report / Parole Board of the Australian Capital Territory,Australian Capital Territory. Parole Board,1978-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1925468654,https://trove.nla.gov.au/work/13688787,nla.obj-1925468654,digitised,2,2,report-parole-board-of-the-australian-capital-terr-nla.obj-1925468654
Report / Select Committee on Regional and Remote Indigenous Communities,Australia. Parliament. Senate. Select Committee on Regional and Remote Indigenous Communities,2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-743675863,https://trove.nla.gov.au/work/31728619,nla.obj-743675863,digitised,5,5,report-select-committee-on-regional-and-remote-ind-nla.obj-743675863
Report / Temporary Assistance Authority,Australia. Temporary Assistance Authority,1970-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-835739400,https://trove.nla.gov.au/work/18280872,nla.obj-835739400,digitised,24,24,report-temporary-assistance-authority-nla.obj-835739400
Report / The Senate Committee of Privileges,Australia. Parliament. Senate. Committee of Privileges,1971-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-758314723,https://trove.nla.gov.au/work/12839361,nla.obj-758314723,digitised,138,129,report-the-senate-committee-of-privileges-nla.obj-758314723
Report / The Senate Procedure Committee,Australia. Parliament. Senate. Procedure Committee,1987-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-764721596,https://trove.nla.gov.au/work/20155478,nla.obj-764721596,digitised,46,46,report-the-senate-procedure-committee-nla.obj-764721596
