title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
State of space report : Australian Government Space Coordination Committee,Australia. Department of Industry,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2817446381,https://trove.nla.gov.au/work/232316331,nla.obj-2817446381,edeposit
Cereal disease guide,Victoria. Department of Environment and Primary Industries,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815855388,https://trove.nla.gov.au/work/232317954,nla.obj-2815855388,edeposit
Woodville High news (Online),Woodville High School,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1760170130,https://trove.nla.gov.au/work/232386479,nla.obj-1760170130,edeposit
Classic clatter : the journal of the Classic & Enthusiasts Motor Cycle Club of NSW Inc,Classic and Enthusiasts Motor Cycle Club,2013-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-699365379,https://trove.nla.gov.au/work/232386989,nla.obj-699365379,edeposit
Messenger (Online),"St. Columba's Anglican Church (Hawthorn, S.A.)",2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1757455819,https://trove.nla.gov.au/work/232389053,nla.obj-1757455819,edeposit
Newsletter (Kimba Area School : Online),Kimba Area School,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1743535765,https://trove.nla.gov.au/work/232389078,nla.obj-1743535765,edeposit
Rolling wheel (Online),Elizabethan Caravan Club,1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1706643976,https://trove.nla.gov.au/work/232389083,nla.obj-1706643976,edeposit
Newsletter (Online),Whippet and Greyhound Club of South Australia,1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1760076254,https://trove.nla.gov.au/work/232389134,nla.obj-1760076254,edeposit
Newsletter (Monaro Car Club of SA),Monaro Car Club of SA,1959-2021,"Periodical | Periodical/Journal, magazine, other | Book",https://nla.gov.au/nla.obj-1728149279,https://trove.nla.gov.au/work/232389149,nla.obj-1728149279,edeposit
Spicer matters,"Spicer Uniting Church (St. Peters, S.A.)",2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1757418470,https://trove.nla.gov.au/work/232389187,nla.obj-1757418470,edeposit
"Continuo (Adelaide, S.A. : Online)","International Association of Music Libraries, Archives and Documentation Centres. Australian Branch",1971-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-702579551,https://trove.nla.gov.au/work/232406296,nla.obj-702579551,edeposit
Open gardens South Australia,Open Gardens SA Inc.,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1685994630,https://trove.nla.gov.au/work/232406752,nla.obj-1685994630,edeposit
Newsletter (Friends of Aldinga Scrub : Online),Friends of Aldinga Scrub,1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1710239419,https://trove.nla.gov.au/work/232406782,nla.obj-1710239419,edeposit
Course guide (Online),Woodcroft-Morphett Vale Neighbourhood Centre,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1760169454,https://trove.nla.gov.au/work/232407039,nla.obj-1760169454,edeposit
The shoreline / Balgowan Progress Association Inc,Balgowan Progress Association,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1701978090,https://trove.nla.gov.au/work/232407058,nla.obj-1701978090,edeposit
Scleroderma news / Scleroderma Association of Queensland Inc,Scleroderma Association of Queensland,1988-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730171294,https://trove.nla.gov.au/work/232424410,nla.obj-2730171294,edeposit
Employment services (labour supply/labour hire) guidelines / ReturnToWorkSA,ReturnToWorkSA,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1789746411,https://trove.nla.gov.au/work/232429237,nla.obj-1789746411,edeposit
Newsletter (Underwater Explorers Club of SA Inc),Underwater Explorers Club of SA Inc.,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-704384797,https://trove.nla.gov.au/work/232429973,nla.obj-704384797,edeposit
"Unite (Adelaide, S.A. : Online)","Uniting Communities (Adelaide, S.A.)",2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1485340952,https://trove.nla.gov.au/work/232430987,nla.obj-1485340952,edeposit
Newsletter (Australian Photographic Collectors' Society),Australian Photographic Collectors' Society,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815812093,https://trove.nla.gov.au/work/232437630,nla.obj-2815812093,edeposit
Council plan / City of Casey,Casey (Vic.). Council,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-705740066,https://trove.nla.gov.au/work/232437816,nla.obj-705740066,edeposit
Statement of intent (Online),Australian Capital Territory. Land Development Agency,2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-705675661,https://trove.nla.gov.au/work/232437817,nla.obj-705675661,edeposit
Caravanning (Online),"Abraham, Wendy",2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-705804482,https://trove.nla.gov.au/work/232437818,nla.obj-705804482,edeposit
Older tenants' voice (Online),Housing for the Aged Action Group,2008-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-706548307,https://trove.nla.gov.au/work/232446688,nla.obj-706548307,edeposit
Handbook (Online),Australian College of Theology,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-706944259,https://trove.nla.gov.au/work/232449592,nla.obj-706944259,edeposit
The state of digital rights / Digital Rights Watch,Digital Rights Watch,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-707478581,https://trove.nla.gov.au/work/232466782,nla.obj-707478581,edeposit
Running AMOC (Online),Aston Martin Owners Club (N.S.W.) Inc.,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-707598628,https://trove.nla.gov.au/work/232466786,nla.obj-707598628,edeposit
Explorer newsletter / Association of Mining and Exploration Companies,Association of Mining and Exploration Companies (Australia),2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-707965554,https://trove.nla.gov.au/work/232476574,nla.obj-707965554,edeposit
"French  connection (Campbelltown, S.A. : Online)","Club Automobile Francais of South Australia,",1989-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1703377570,https://trove.nla.gov.au/work/232482389,nla.obj-1703377570,edeposit
Pink cover zine / Created and edited by Samantha Trayhurn,"Trayhurn, Samantha",2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-712571686,https://trove.nla.gov.au/work/232483057,nla.obj-712571686,edeposit
Bates Bulletin : our Mudgeeraba / Ros Bates,"Bates, Ros",2009-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730524610,https://trove.nla.gov.au/work/232485530,nla.obj-2730524610,edeposit
Kids Helpline insights... : insights into young people in Australia,Yourtown (Organization),2017-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730168959,https://trove.nla.gov.au/work/232485531,nla.obj-2730168959,edeposit
Key outputs and achievements / Australia New Zealand Policing Advisory Agency,Australia New Zealand Policing Advisory Agency,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-709155733,https://trove.nla.gov.au/work/232491000,nla.obj-709155733,edeposit
Forensic exhibit / Australia New Zealand Policing Advisory Agency,Australia New Zealand Policing Advisory Agency,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-709181606,https://trove.nla.gov.au/work/232491001,nla.obj-709181606,edeposit
Light rail (Online),Transport Canberra,2016-2017,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-709545425,https://trove.nla.gov.au/work/232499343,nla.obj-709545425,edeposit
Suburban Land Agency - land acquisitions quarterly report,Australian Capital Territory. Suburban Land Agency,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-709794199,https://trove.nla.gov.au/work/232499344,nla.obj-709794199,edeposit
Bay of Fires Art Prize (Online),Bay of Fires Association (Tas.),2012-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1382493616,https://trove.nla.gov.au/work/232512938,nla.obj-1382493616,edeposit
Private hospital fee schedule and guidelines / ReturntoWorkSA,ReturntoWorkSA,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1789904979,https://trove.nla.gov.au/work/232527588,nla.obj-1789904979,edeposit
Major saddleback news (Online),,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816109150,https://trove.nla.gov.au/work/232528618,nla.obj-2816109150,edeposit
Specialist homelessness services (Online),Australian Institute of Health and Welfare,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-712632963,https://trove.nla.gov.au/work/232528773,nla.obj-712632963,edeposit
Kids Helpline insights... : insights into young people in Australia,Yourtown (Organization),2016-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730170523,https://trove.nla.gov.au/work/232529407,nla.obj-2730170523,edeposit
"Trends in hospitalisation due to falls in older people, Australia (Online)",Australian Institute of Health and Welfare,2013-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-713691517,https://trove.nla.gov.au/work/232531731,nla.obj-713691517,edeposit
"Trends in hospitalised injury, Australia (Online)",Australian Institute of Health and Welfare,2013-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-714131914,https://trove.nla.gov.au/work/232548854,nla.obj-714131914,edeposit
"Trends in injury deaths, Australia (Online)",Australian Institute of Health and Welfare,2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-714327782,https://trove.nla.gov.au/work/232548855,nla.obj-714327782,edeposit
AGR  (Online),,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-717362176,https://trove.nla.gov.au/work/232566418,nla.obj-717362176,edeposit
E-News / Ausdance QLD,Australian Dance Council (Queensland),2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252218111,https://trove.nla.gov.au/work/232566597,nla.obj-1252218111,edeposit
Measurement matters / Bureau of Health Information,Bureau of Health Information (N.S.W.),2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1625124977,https://trove.nla.gov.au/work/232569028,nla.obj-1625124977,edeposit
Rural health matters (Online),Rural Health West (W.A.),2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-718084672,https://trove.nla.gov.au/work/232569030,nla.obj-718084672,edeposit
Ficodindia (Online),Coordinamento Associazioni Siciliane (Sydney) Inc.,2002-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-718350262,https://trove.nla.gov.au/work/232569032,nla.obj-718350262,edeposit
Ausvangelist : the newsletter of the Catholic Enquiry Centre,"Catholic Enquiry Centre (Braddon, ACT)",2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-719543178,https://trove.nla.gov.au/work/232580362,nla.obj-719543178,edeposit
"Consolidated financial report for the financial quarter ending ... / Chief Minister, Treasury and Economic Development Directorate","Australian Capital Territory. Chief Minister, Treasury and Economic Development Directorate",2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-719906519,https://trove.nla.gov.au/work/232580365,nla.obj-719906519,edeposit
"Captain's log (Melbourne, Vic. : Online)",Austrek,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-720010662,https://trove.nla.gov.au/work/232580366,nla.obj-720010662,edeposit
CGA newsletter,Gold Coast 2018 Commonwealth Games Corporation,2016-2018,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-720522735,https://trove.nla.gov.au/work/232581878,nla.obj-720522735,edeposit
Mariners' lifeline (Online),Australian Mariners' Welfare Society,2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-720621766,https://trove.nla.gov.au/work/232581879,nla.obj-720621766,edeposit
artsACT eNews (Online),"Australian Capital Territory. Chief Minister, Treasury and Economic Development Directorate",2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-721109506,https://trove.nla.gov.au/work/232583161,nla.obj-721109506,edeposit
Sport newsletter (National) / Gold Coast 2018 Commonwealth Games Corporation,Gold Coast 2018 Commonwealth Games Corporation,2017-2018,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-721245836,https://trove.nla.gov.au/work/232583163,nla.obj-721245836,edeposit
Sport newsletter (International) / Gold Coast 2018 Commonwealth Games Corporation,Gold Coast 2018 Commonwealth Games Corporation,2017-2018,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-721365933,https://trove.nla.gov.au/work/232583164,nla.obj-721365933,edeposit
The life news : Australia,"Malik, Parveen",2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2312928193,https://trove.nla.gov.au/work/232583363,nla.obj-2312928193,edeposit
Throsby mingle (Online),Australian Capital Territory. Land Development Agency,2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-723408490,https://trove.nla.gov.au/work/232594941,nla.obj-723408490,edeposit
Report to the Minister for Home Affairs on agencies' compliance with the Surveillance Devices Act 2004 (Online),Australia. Commonwealth Ombudsman.,2004-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2805494184,https://trove.nla.gov.au/work/232618726,nla.obj-2805494184,edeposit
Vector journal (Online),,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-725339833,https://trove.nla.gov.au/work/232618729,nla.obj-725339833,edeposit
What's new (Transport Canberra : Online),Transport Canberra,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-724377576,https://trove.nla.gov.au/work/232620262,nla.obj-724377576,edeposit
Australian journal of periodontology and implant dentistry Limited (Online),Australian Society of Periodontology,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-724758061,https://trove.nla.gov.au/work/232620267,nla.obj-724758061,edeposit
Beechmont State School [newsletter] / Beechmont State School,Beechmont State School,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252227556,https://trove.nla.gov.au/work/232622113,nla.obj-1252227556,edeposit
36 Squadron news bulletin (Online),36 Transport Squadron Association,2013-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-725774370,https://trove.nla.gov.au/work/232623662,nla.obj-725774370,edeposit
Healthier work : helping people and business thrive: case studies,Australian Capital Territory. Healthier Work,2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-723327648,https://trove.nla.gov.au/work/232637986,nla.obj-723327648,edeposit
Newsletter (Newham & District Landcare Group : Online),Newham & District Landcare Group,2004-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2839457512,https://trove.nla.gov.au/work/232701018,nla.obj-2839457512,edeposit
Victorian Serrated Tussock Working Party progress report (Online),Victoria. Department of Sustainability and Environment,2000-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816427243,https://trove.nla.gov.au/work/232701019,nla.obj-2816427243,edeposit
MAVEC news (Online),Mount Alexander Vintage Engine Club,2007-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-739963796,https://trove.nla.gov.au/work/232778666,nla.obj-739963796,edeposit
City of Rockingham art awards : catalogue / City of Rockingham,Rockingham (W.A. : Municipality). Council,2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-732444345,https://trove.nla.gov.au/work/232782773,nla.obj-732444345,edeposit
Business envoy (Online),Australia. Department of Foreign Affairs and Trade,2015-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-732967878,https://trove.nla.gov.au/work/232790553,nla.obj-732967878,edeposit
Tjakulpa,Papunya Literature Production Centre,1979-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-939565059,https://trove.nla.gov.au/work/23280118,nla.obj-939565059,digitised
Trade and investment at a glance,Australia. Department of Foreign Affairs and Trade,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-733213299,https://trove.nla.gov.au/work/232803461,nla.obj-733213299,edeposit
The desart radar,Desart Inc,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-734198758,https://trove.nla.gov.au/work/232818778,nla.obj-734198758,edeposit
Ted Downs memorial auction : auction catalog,Australian Timetable Association Inc.,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-734274549,https://trove.nla.gov.au/work/232818780,nla.obj-734274549,edeposit
Quarterly report (Australian Capital Territory. Legislative Assembly),ACT Asbestos Taskforce,2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-736010354,https://trove.nla.gov.au/work/232821261,nla.obj-736010354,edeposit
Towards zero : achieving zero emissions by 2020,Australian Capital Territory. Environment and Sustainable Development Directorate,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-736065572,https://trove.nla.gov.au/work/232821265,nla.obj-736065572,edeposit
Western Port Strategic Directions Statement (Online),"Victoria. Department of Environment, Land, Water and Planning",2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-970164940,https://trove.nla.gov.au/work/232823530,nla.obj-970164940,edeposit
Dandenong Strategic Directions Statement (Online),Victoria. Department of Land Water and Planning,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-955363984,https://trove.nla.gov.au/work/232823531,nla.obj-955363984,edeposit
Newsletter (ACT Building and Construction Industry Training Fund Authority),ACT Building and Construction Industry Training Fund Authority,2000-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-737125478,https://trove.nla.gov.au/work/232823552,nla.obj-737125478,edeposit
Genetically modified organisms (GMO) annual environmental scan (Online),AgriGrowth Tasmania|eauthor,2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-739196718,https://trove.nla.gov.au/work/233062427,nla.obj-739196718,edeposit
Super-news (Online),Tasmanian Association of State Superannuants,2007-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-738953231,https://trove.nla.gov.au/work/233080055,nla.obj-738953231,edeposit
Sustainable Hunting Action Plan : quarterly progress report,"Victoria. Department of Economic Development, Jobs, Transport and Resources",2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816357034,https://trove.nla.gov.au/work/233082370,nla.obj-2816357034,edeposit
Antique Bookshop catalogue,,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-740658402,https://trove.nla.gov.au/work/233082587,nla.obj-740658402,edeposit
"Guide dog tales (Bald Hills, Qld. : Online)",Guide Dogs Queensland,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1552928896,https://trove.nla.gov.au/work/233082755,nla.obj-1552928896,edeposit
Queensland wave climate : wave monitoring program annual summary,"Queensland. Department of Science, Information Technology and Innovation",2015-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730158396,https://trove.nla.gov.au/work/233082756,nla.obj-2730158396,edeposit
Wave data recording program : Queensland wave climate annual summary for season.....,"Queensland. Department of Science, Information Technology, Innovation and the Arts",2001-2012,"Government publication | Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2735731862,https://trove.nla.gov.au/work/233082757,nla.obj-2735731862,edeposit
CBRlife堪生活 (Online),,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-743571564,https://trove.nla.gov.au/work/233099001,nla.obj-743571564,edeposit
Emergency department care (Online),Australian Institute of Health and Welfare,2011-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-767401731,https://trove.nla.gov.au/work/233106719,nla.obj-767401731,edeposit
Council corner (Online),Carrathool (N.S.W. : Shire). Council,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-743376271,https://trove.nla.gov.au/work/233195028,nla.obj-743376271,edeposit
"Accommodation guide (Camperdown, N.S.W. : 2011 : Online)",YHA Australia,2002-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-486649485,https://trove.nla.gov.au/work/23326696,nla.obj-486649485,edeposit
The Orchidophile,Australasian Native Orchid Society. Sydney Group,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2791662415,https://trove.nla.gov.au/work/233369056,nla.obj-2791662415,edeposit
Galvanize (Online),Australian Zinc Development Association,1981-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-426843710,https://trove.nla.gov.au/work/23346492,nla.obj-426843710,edeposit
Uutukainen (Online),Canberra Finnish Society,2001-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-745926930,https://trove.nla.gov.au/work/233479715,nla.obj-745926930,edeposit
Financial statements : for the year ended 30 June ... / Mildura Rural City Council,Mildura (Vic. : Rural City). Council,2011-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-745933130,https://trove.nla.gov.au/work/233479723,nla.obj-745933130,edeposit
The Learmonth thunderer : A (not so) ephemeral journal. A Friends of Learmonth and District community newsletter,Friends of Learmonth,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-746157149,https://trove.nla.gov.au/work/233515587,nla.obj-746157149,edeposit
Inspection of Youth Custodial Services in Tasmania (Online),Tasmania. Custodial Inspector,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-863220854,https://trove.nla.gov.au/work/233515591,nla.obj-863220854,edeposit
Inspection of Youth Custodial Services in Tasmania (Online),Tasmania. Custodial Inspector,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2869329476,https://trove.nla.gov.au/work/233515591,nla.obj-2869329476,edeposit
Inspection of Youth Custodial Services in Tasmania (Online),Tasmania. Custodial Inspector,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1908978868,https://trove.nla.gov.au/work/233515591,nla.obj-1908978868,edeposit
The Surveyor,Association of Consulting Surveyors N.S.W,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2898537014,https://trove.nla.gov.au/work/233535977,nla.obj-2898537014,edeposit
Lightworker advocate,Lightworker Foundation Ltd,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-747828354,https://trove.nla.gov.au/work/233563070,nla.obj-747828354,edeposit
The Australian panorama Arabic newspaper,,2008-2021,Periodical/Newspaper | Periodical,https://nla.gov.au/nla.obj-747828340,https://trove.nla.gov.au/work/233563071,nla.obj-747828340,edeposit
Brown Hill community newsletter,Brown Hill Progress Association,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-747865822,https://trove.nla.gov.au/work/233563072,nla.obj-747865822,edeposit
Housing assistance additional service delivery data,Victoria. Department of Health and Human Services,2018-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2812930641,https://trove.nla.gov.au/work/233566002,nla.obj-2812930641,edeposit
Australian workers' compensation statistics (Online),Safe Work Australia,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-885866291,https://trove.nla.gov.au/work/233622430,nla.obj-885866291,edeposit
Together (Carers Qld. : Online),Carers Queensland,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-749105102,https://trove.nla.gov.au/work/233622432,nla.obj-749105102,edeposit
Victorian population bulletin,"Victoria. Department of Environment, Land, Water and Planning. Spatial Analysis and Research",1997-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-2929479082,https://trove.nla.gov.au/work/23363760,nla.obj-2929479082,edeposit
FIDO's K'gari e-newsletter,Fraser Island Defenders Organization,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-749690360,https://trove.nla.gov.au/work/233759488,nla.obj-749690360,edeposit
Age editor : thought leadership for energising and innovation,Aged Care Industry Association,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-893288152,https://trove.nla.gov.au/work/233802476,nla.obj-893288152,edeposit
Report (Online),History Festival (S.A.),2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1719840549,https://trove.nla.gov.au/work/233911617,nla.obj-1719840549,edeposit
Antisemitism in Australia : incidents and discourse,Executive Council of Australian Jewry,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-750172216,https://trove.nla.gov.au/work/233948943,nla.obj-750172216,edeposit
Marrakai mail (Online),Marrakai Progress Association,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-750488425,https://trove.nla.gov.au/work/233948944,nla.obj-750488425,edeposit
"Discover (Port Macquarie, N.S.W. : Online)",,2013-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-750488482,https://trove.nla.gov.au/work/233948945,nla.obj-750488482,edeposit
Business plan / Victorian Planning Authority,Victorian Planning Authority,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2884810787,https://trove.nla.gov.au/work/234003268,nla.obj-2884810787,edeposit
Newsletter (Stawell Historical Society : Online),Stawell Historical Society,1988-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816220363,https://trove.nla.gov.au/work/234003286,nla.obj-2816220363,edeposit
The sea lion : quarterly newsletter of the Irwin District Historical Society Inc,Irwin District Historical Society Inc,2018-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-777565204,https://trove.nla.gov.au/work/234009719,nla.obj-777565204,edeposit
Australian Capital Territory Child Care Centre Manager,Australia. Department of Jobs and Small Business,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-750954304,https://trove.nla.gov.au/work/234009721,nla.obj-750954304,edeposit
e-News : State Member for Stafford / Dr Anthony Lynham,"Lynham, Anthony, 1960-",2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1252202961,https://trove.nla.gov.au/work/234024830,nla.obj-1252202961,edeposit
Capital works program : ... quarter progress report,Australian Capital Territory. Treasury,2012-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-751285881,https://trove.nla.gov.au/work/234103622,nla.obj-751285881,edeposit
